ticker,name,description,sector,industry,revenue_base,revenue_growth,ebitda_margin,ev_ebitda,pe_ratio
ARQ,"Arq, Inc.","Arq, Inc., an environmental technology company, engages in the sale of consumable air, water, and soil treatment solutions based on activated carbon in the United States and Canada. The company's products include granular activated carbon, powdered activated carbon, and colloidal carbon products; Arq Powder Wetcake, a fine and low-ash coal waste-derived particle; and additives for air emissions control. Its products are used in various applications, including water treatment, ground water remediation, soil sediments, air emissions, and asphalt additives. The company was formerly known as Advanced Emissions Solutions, Inc. and changed its name to Arq, Inc. in February 2024. Arq, Inc. was founded in 1997 and is headquartered in Greenwood Village, Colorado.",Industrials,Pollution & Treatment Controls,114466000,4.2652253909843605,0.091400005,23.77,
ASLE,AerSale Corporation,"AerSale Corporation provides aftermarket commercial aircraft, engines, and its parts to passenger and cargo airlines, leasing companies, original equipment manufacturers, government and defense contractors, and maintenance, repair, and overhaul service providers worldwide. It operates in two segments, Asset Management Solutions and Technical Operations (TechOps). The Asset Management Solutions segment engages in the sale and lease of aircraft, engines, and airframes, as well as disassembly of these assets for component parts. The TechOps segment provides internal and third-party aviation services, including internally developed engineered solutions, heavy aircraft maintenance and modification, and component MRO, as well as end-of-life disassembly services. This segment provides aircraft modifications, cargo and tanker conversions of aircraft, and aircraft storage; and MRO services for landing gear, thrust reversers, hydraulic systems, and other aircraft components. The company was founded in 2008 and is headquartered in Doral, Florida.",Industrials,Airports & Air Services,320302016,2.5376850011044843,0.05197,26.495,
ASTE,"Astec Industries, Inc.","Astec Industries, Inc. designs, engineers, manufactures, markets, and services equipment and components used primarily in road building and related construction activities worldwide. The company operates in two segments, Infrastructure Solutions and Materials Solutions. The Infrastructure Solutions segment offers asphalt plants and related components, heaters, concrete dust control systems, asphalt pavers, vaporizers, concrete material handling systems, screeds, heat recovery units, paste back-fill plants, asphalt storage tanks, hot oil heaters, bagging plants, fuel storage tanks, industrial and asphalt burners and systems, blower trucks and trailers, material transfer vehicles, soil stabilizing-reclaiming machinery, wood chippers and grinders, milling machines, soil remediation plants, control systems, pump trailers, concrete batch plants, liquid terminals, storage equipment and related parts, polymer plants, concrete mixers, cold central plant recycle systems, industrial automation controls, and telematics platforms, as well as service, construction and retrofits, and engineering and environmental permitting services. The Materials Solutions segment designs and manufactures crushing equipment, mobile plants, bulk material handling solutions, vibrating equipment, screening equipment, electrical control centers, modular plants and systems, conveying equipment, plant automation products, portable plants, and mineral processing equipment, as well as offers consulting and engineering services. It provides its products to asphalt or concrete producers; highway and heavy equipment contractors; utility contractors; sand and gravel producers; construction, demolition, recycle and crushing contractors; forestry and environmental recycling contractors; mine and quarry operators; port and inland terminal authorities; power stations; and domestic and foreign government agencies. The company was incorporated in 1972 and is headquartered in Chattanooga, Tennessee.",Industrials,Farm & Heavy Construction Machinery,1325299968,3.286222509702458,0.09824,6.75,57.439392
ATRO,Astronics Corporation,"Astronics Corporation, through its subsidiaries, designs and manufactures products for the aerospace, defense, and electronics industries in the United States, rest of North America, Asia, Europe, South America, and internationally. It operates in two segments, Aerospace and Test Systems. The Aerospace segment offers lighting and safety systems, electrical power generation systems, distribution and seat motions systems, aircraft structures, avionics products, systems certification, and other products. This segment serves airframe manufacturers (OEM) that build aircraft for the commercial transport, military, and general aviation markets; suppliers to OEMs; and aircraft operators, such as airlines; suppliers to the aircraft operators; and branches of the U.S. Department of Defense. The Test Systems segment designs, develops, manufactures, and maintains automated test systems that support the aerospace and defense, communications, and mass transit industries, as well as training and simulation devices for commercial and military applications. This segment serves OEMs and prime government contractors for electronics and military products. Astronics Corporation was incorporated in 1968 and is headquartered in East Aurora, New York.",Industrials,Aerospace & Defense,816288000,3.4106033262370725,0.080970004,20.943,
BAER,Bridger Aerospace Group Holding,"Bridger Aerospace Group Holdings, Inc. provides aerial wildfire surveillance, relief and suppression, and aerial firefighting services in the United States. The company offers fire suppression services, such as aerial firefighting support for ground crews by operating the Viking CL-415EAF (Super Scooper) aircraft to drop water quickly and directly on wildfires. It also provides aerial surveillance services via manned (Air Attack) aircraft for fire suppression over an incident and providing tactical coordination with the incident commander, and decision-makers rapid, current intelligence from useful aerial vantage points, giving access to information to support ground firefighters and safety for the public. In addition, the company offers maintenance, repair, and overhaul (MRO) that provides maintenance and repair services for return-to-service upgrades of the Spanish scoopers, as well as airframe modification and integration solutions for governmental and commercial customers. Further, it operates an aircraft fleet of sixteen planes. The company was founded in 2014 and is headquartered in Belgrade, Montana.",Industrials,Security & Protection Services,108752000,18.747957145451245,0.26865,23.096,
BBCP,"Concrete Pumping Holdings, Inc.","Concrete Pumping Holdings, Inc. provides concrete pumping and waste management services in the United States and the United Kingdom. The company offers concrete pumping services to general contractors and concrete finishing companies in the commercial, infrastructure, and residential sectors under the Brundage-Bone and Capital Pumping brands; and industrial cleanup and containment services primarily to customers in the construction industry under the Eco-Pan brand. It leases and rents concrete pumping equipment, pans, and containers. As of October 31, 2024, the company owned a fleet of approximately 900 boom pumps, 90 placing booms, 20 telebelts, 300 stationary pumps, and 130 waste management trucks. Concrete Pumping Holdings, Inc. was founded in 1983 and is headquartered in Thornton, Colorado.",Industrials,Engineering & Construction,401503008,2.7502008182174813,0.25539,7.663,31.09091
CRE,Cre8 Enterprise Limited,"Cre8 Enterprise Limited, through its subsidiaries, engages in the provision of integrated financial printing services in Hong Kong and the People's Republic of China. The company provides concept creation and artwork design, typesetting, proofreading, translation, printing, binding, logistics arrangement, and uploading or making e-submissions for financial reports and compliance documents on the website of the Stock Exchange and media placements, as well as involved in the provision of website design, branding, content creation, and technological support services for marketing materials. It also disseminates and publishes announcements, circulars, financial reports, and industry news feeds through a website of its Cre8IR brand. In addition, the company offers its services to listed companies, initial public offering applicants, and private companies in the finance and capital markets under the Cre8 brand name. The company was founded in 2006 and is headquartered in Central, Hong Kong. Cre8 Enterprise Limited is a subsidiary of Cre8 Investments Limited.",Industrials,Specialty Business Services,103820400,,0.086330004,15.038,180.33333
FPAY,"FlexShopper, Inc.","FlexShopper, Inc., a financial technology company, operates an e-commerce marketplace to shop electronics, home furnishings, and other durable goods on a lease-to-own (LTO) basis. The company offers consumer electronics; home appliances; computers, such as tablets and wearables; smartphones; tires; and jewelry and furniture, including accessories. It also provides payment options to consumers. The company offers its products under the LG, Samsung, Sony, TCL, Frigidaire, General Electric, Whirlpool, Apple, Asus, Dell, Hewlett Packard, Toshiba, Resident, Sealy, and Ashley brands. The company was formerly known as Anchor Funding Services, Inc. and changed its name to FlexShopper, Inc. in October 2013. FlexShopper, Inc. was founded in 2003 and is headquartered in Boca Raton, Florida.",Industrials,Rental & Leasing Services,139800736,,0.25357,5.68,
AAME,Atlantic American Corporation,"Atlantic American Corporation, through its subsidiaries, provides life and health, and property and casualty insurance products in the United States. It operates through American Southern and Bankers Fidelity segments. The company offers property and casualty insurance products, including commercial automobile insurance coverage for state governments, local municipalities, and other motor pools and fleets; general liability insurance; and inland marine insurance products. It also provides surety bond coverage for subdivision construction; school bus contracts; and performance and payment bonds. In addition, the company offers individual and group whole life insurance products; Medicare supplement insurance products; other accident and health insurance products comprising various individual and group policies for the payment of standard benefits for the treatment of cancer and other critical illnesses; Vantage Flex Plus, a hospital indemnity plan; and Vantage Recovery short-term care product and a group whole life product. It markets its products through independent agents and brokers. The company was founded in 1937 and is based in Atlanta, Georgia. Atlantic American Corporation operates as a subsidiary of Atlantic American / Delta Group.",Financial Services,Insurance - Life,191355008,3.0716428708215417,0.01016,27.195,
ABL,"Abacus Global Management, Inc.","Abacus Global Management, Inc. operates as an alternative asset manager and market maker in the United States. It operates in five segments: Active Management, Originations, Asset Management, Portfolio Servicing, and Technology Services. The Active Management segment is involved in the buying, selling, and trading of policies; and the maintenance of policies until receipt of death benefits. Its Originations segment originates life insurance policy settlements between investors or buyers, and the sellers, who are often the original policy owners. The Asset Management segment provides asset management services to investors investing in alternative investment and equity portfolio funds based on fund investment agreements. Its Portfolio Servicing segment offers policy services to customers on a contract basis. The Technology Services segment provides real-time mortality verification, missing participant verification, and other services specific to the life insurance market services to customers on a contract basis. It sells its products through financial advisors or agents, direct-to-consumer, and traditional life settlements intermediaries. The company was formerly known as Abacus Life, Inc. and changed its name to Abacus Global Management, Inc. in February 2025. Abacus Global Management, Inc. was founded in 2004 and is headquartered in Orlando, Florida.",Financial Services,Insurance - Life,134575952,5.263079796775603,0.25878,23.804,
ACGL,Arch Capital Group Ltd.,"Arch Capital Group Ltd., together with its subsidiaries, provides insurance, reinsurance, and mortgage insurance products in the United States, Canada, Bermuda, the United Kingdom, Europe, and Australia. The Insurance segment offers commercial automobile; commercial multiperil; financial and professional line liability; admitted, excess, and surplus casualty lines; property and short-tail specialty; workers compensation; casualty; marine and aviation; excess and surplus casualty; construction and national accounts; alternative market risks and employer's liability; travel, accident, and health; contract and commercial surety coverage; and other insurance products, as well as Lloyd's syndicates; programs; and warranty and lenders solutions. Its Reinsurance segment provides reinsurance products for casualty; marine and aviation; property catastrophe; property excluding property catastrophe; and other specialty products. The Mortgage segment offers U.S. primary mortgage insurance business written predominantly on loans sold to the Federal National Mortgage Association and Federal Home Loan Mortgage Corporation; reinsurance and underwriting services related to the U.S. credit-risk transfer business and other U.S. mortgage reinsurance transactions; and international mortgage insurance and reinsurance business covering loans. It markets its products through a group of licensed independent retail and wholesale brokers. The company was formerly known as Risk Capital Holdings, Inc. Arch Capital Group Ltd. was founded in 1995 and is headquartered in Pembroke, Bermuda.",Financial Services,Insurance - Diversified,19156000768,3.5497679216090767,0.24332,6.998,9.10031
ACIC,American Coastal Insurance Corp,"American Coastal Insurance Corporation, through its subsidiaries, primarily engages in the commercial and personal property and casualty insurance business in the United States. The company provides structure, content, and liability coverage for standard single-family homeowners, renters, and condominium unit owners. It also offers commercial multi-peril property insurance for residential condominium associations and apartments, as well as coverage to policyholders for loss or damage to dwellings and buildings, inventory, detached structures, and equipment caused by fire, wind, hail, water, theft, and vandalism. In addition, the company provides equipment breakdown, identity theft, and cyber security policies. The company markets and distributes its products through a network of independent agencies. The company was formerly known as United Insurance Holdings Corp. and changed its name to American Coastal Insurance Corporation in August 2023. American Coastal Insurance Corporation was founded in 1999 and is based in Saint Petersburg, Florida.",Financial Services,Insurance - Property & Casualty,302260992,3.538589747439863,0.37797,3.754,6.891156
AMRK,"A-Mark Precious Metals, Inc.","A-Mark Precious Metals, Inc., together with its subsidiaries, operates as a precious metals trading company. It operates through three segments: Wholesale Sales & Ancillary Services, Direct-to-Consumer, and Secured Lending. The Wholesale Sales & Ancillary Services segment sells gold, silver, platinum, and palladium in the form of bars, plates, powders, wafers, grains, ingots, and coins. This segment also offers various ancillary services, including financing, storage, consignment, logistics, and various customized financial programs; and designs and produces minted silver products. The Direct-to-Consumer segment provides access to an array of gold, silver, copper, platinum, and palladium products primarily through its websites. It operates various websites targeting specific niches within the precious metals retail market. This segment also operates as a direct retailer of precious metals to the investor community and markets its precious metal products on television, radio, and the internet, as well as through customer service outreach. The Secured Lending segment originates and acquires commercial loans secured by bullion and numismatic coins; and serves coin and precious metal dealers, investors, and collectors. The company is also involved in the collection of vintage and modern coins. It serves customers, including financial institutions, bullion retailers, industrial manufacturers and fabricators, sovereign mints, refiners, coin and metal dealers, investors, collectors, and e-commerce and other retail customers. The company has operations in the United States, rest of North America, Europe, the Asia Pacific, Africa, and Australia. A-Mark Precious Metals, Inc. was founded in 1965 and is headquartered in El Segundo, California. A-Mark Precious Metals, Inc. operates as a subsidiary of Spectrum Group International, Inc.",Financial Services,Capital Markets,10991520768,3.21026058251371,0.00632,19.953,13.101911
AMSF,"AMERISAFE, Inc.","AMERISAFE, Inc., an insurance holding company, underwrites workers' compensation insurance in the United States. The company provides benefits to injured employees for temporary or permanent disability, death, and medical and hospital expenses. It sells its products through retail and wholesale brokers and agents; and small and mid-sized employers engaged in hazardous industries, including construction, trucking, logging and lumber, agriculture, manufacturing, telecommunications, and maritime. AMERISAFE, Inc. was incorporated in 1985 and is based in Deridder, Louisiana.",Financial Services,Insurance - Specialty,306470016,3.0406877093056983,0.20944001,11.925,16.60456
AAPL,Apple Inc.,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide. The company offers iPhone, a line of smartphones; Mac, a line of personal computers; iPad, a line of multi-purpose tablets; and wearables, home, and accessories comprising AirPods, Apple TV, Apple Watch, Beats products, and HomePod. It also provides AppleCare support and cloud services; and operates various platforms, including the App Store that allow customers to discover and download applications and digital content, such as books, music, video, games, and podcasts, as well as advertising services include third-party licensing arrangements and its own advertising platforms. In addition, the company offers various subscription-based services, such as Apple Arcade, a game subscription service; Apple Fitness+, a personalized fitness service; Apple Music, which offers users a curated listening experience with on-demand radio stations; Apple News+, a subscription news and magazine service; Apple TV+, which offers exclusive original content; Apple Card, a co-branded credit card; and Apple Pay, a cashless payment service, as well as licenses its intellectual property. The company serves consumers, and small and mid-sized businesses; and the education, enterprise, and government markets. It distributes third-party applications for its products through the App Store. The company also sells its products through its retail and online stores, and direct sales force; and third-party cellular network carriers, wholesalers, retailers, and resellers. Apple Inc. was founded in 1976 and is headquartered in Cupertino, California.",Technology,Consumer Electronics,408624988160,3.7638061485013465,0.34675997,21.523,30.663637
ACIW,"ACI Worldwide, Inc.","ACI Worldwide, Inc. develops, markets, installs, and supports software products and services for facilitating electronic payments in the United States and internationally. It operates through Banks, Merchants, and Billers segments. The company offers ACI Acquiring, a solution to process credit, debit, and prepaid card transactions, deliver digital innovation, enhance fraud prevention, and reduce interchange fees; ACI Issuing, a digital payment issuing solution; and ACI Enterprise Payments Platform to provide payment players payment processing and orchestration for digital payments. It also provides account-to-account payments to support processing for banks and intermediaries, as well as regulatory compliance. In addition, the company offers ACI Payments Orchestration Platform, an omnichannel payments platform that orchestrates and optimizes payments; ACI Fraud Management for merchants, billers, and financial institutions, as well as ACI Fraud Scoring Services with artificial and human insights with data intelligence; and ACI Speedpay, an integrated suite of digital billing, payment, disbursement, and communication services. It offers electronic bill presentment and payment services to consumer finance, insurance, healthcare, higher education, utility, government, subscription provider, telecommunications, and mortgage sectors; product installations and configurations, and custom software modifications; and business and technical consultancy, on-site support, product education, and testing services, as well as distributes or acts as a sales agent for software developed by third parties. The company markets its products and services under the ACI Worldwide brand. The company was formerly known as Transaction Systems Architects, Inc. and changed its name to ACI Worldwide, Inc. in July 2007. The company was founded in 1975 and is headquartered in Elkhorn, Nebraska.",Technology,Software - Infrastructure,1672834048,4.293460203342204,0.24134001,12.215,16.102768
ACLS,"Axcelis Technologies, Inc.","Axcelis Technologies, Inc. designs, manufactures, and services ion implantation and other processing equipment used in the fabrication of semiconductor chips in the United States, Europe, and the Asia Pacific. The company offers high energy, high current, and medium current implanters for various application requirements. It also provides aftermarket lifecycle products and services, including used tools, spare parts, equipment upgrades, maintenance services, and customer training. The company sells its equipment and services to semiconductor chip manufacturers through its direct sales force. Axcelis Technologies, Inc. was founded in 1978 and is headquartered in Beverly, Massachusetts.",Technology,Semiconductor Equipment & Materials,958056000,2.7962056012552896,0.2014,8.78,12.591575
ACMR,"ACM Research, Inc.","ACM Research, Inc., together with its subsidiaries, develops, manufactures, and sells capital equipment worldwide. It also develops, manufactures, and sells a range of packaging tools to wafer assembly and packaging customers. The company provides Wet Cleaning Equipment for Front End Production Processes; Ultra C SAPS II and Ultra C SAPS V which are a single-wafer, serial-processing tool used to remove random defects from wafer surfaces or interconnects and barrier metals as part of the chip front-end fabrication process or for recycling test wafers; and Ultra C TEBO II and Ultra C TEBO V, a single-wafer, serial-processing tool used at numerous manufacturing processing steps for cleaning of chips at process nodes of 28nm or less. In addition, it offers Ultra-C Tahoe wafer cleaning tool that delivers high cleaning performance using significantly less sulfuric acid and hydrogen peroxide than is typically consumed by conventional high-temperature single-wafer cleaning tools; and advanced packaging tools, such as coaters, developers, photoresist strippers, scrubbers, wet etchers, and copper-plating tools. Further, the company provides e Ultra fn Furnace, a dry processing tool; Ultra Pmax PECVD tool, for film uniformity; Ultra Track tool, a 300mm process tool that delivers air downflow, robot handling, and customizable software to address specific customer requirements; and a suite of semi-critical cleaning systems which include single wafer back side cleaning, scrubber, and auto bench cleaning tools. It markets and sells its products under the SAPS, TEBO, ULTRA C, ULTRA Fn, Ultra ECP, Ultra ECP map, and Ultra ECP ap trademarks through direct sales force and third-party representatives. ACM Research, Inc. was incorporated in 1998 and is headquartered in Fremont, California.",Technology,Semiconductor Equipment & Materials,802273984,4.27149437220335,0.20194,11.316,18.77707
ADBE,Adobe Inc.,"Adobe Inc., together with its subsidiaries, operates as a technology company worldwide. It operates through three segments: Digital Media, Digital Experience, and Publishing and Advertising. The Digital Media segment offers products and services that enable individuals, teams, and enterprises to create, publish, and promote content; and Document Cloud, a cloud-based document services platform. Its flagship product is Creative Cloud, a subscription service that allows subscribers to use its creative products and applications (apps) integrated with cloud-delivered services across various surfaces and platforms. This segment serves photographers, video editors, graphic and experience designers, and game developers; content creators, students, marketers, and knowledge workers; and consumers. The Digital Experience segment provides an integrated platform and set of products, services, and solutions that enable brands and businesses to create, manage, execute, measure, monetize, and optimize customer experiences from analytics to commerce. This segment serves marketers, advertisers, agencies, publishers, merchandisers, merchants, web analysts, data scientists, developers, and executives across the C-suite. The Publishing and Advertising segment offers products and services, such as e-learning solutions, technical document publishing, web conferencing, document and forms platform, web application development, and high-end printing, as well as Adobe Advertising offerings. It provides consulting, training, customer management, technical support, and learning services. The company offers its solutions directly to enterprise customers through its sales force and local field offices, and directly to businesses and consumers, as well as licenses its products to end-user customers through app stores and website at adobe.com. It markets and distributes its products through sales channels, including distributors, retailers, software developers, mobile app stores, systems integrators, independent software vendors, value-added resellers, and original equipment and hardware manufacturers. The company was formerly known as Adobe Systems Incorporated and changed its name to Adobe Inc. in October 2018. Adobe Inc. was founded in 1982 and is headquartered in San Jose, California.",Technology,Software - Application,22601000960,3.2571105669617633,0.39308,16.705,22.266325
