ticker,name,description,sector,industry,revenue_base,revenue_growth,ebitda_margin,ev_ebitda,pe_ratio
ALNT,Allient Inc.,"Allient Inc., together with its subsidiaries, designs, manufactures, and sells precision and specialty-controlled motion components and systems for various industries in the United States, Canada, South America, Europe, and the Asia-Pacific. The company offers brushed and brushless DC motors, brushless servo and torque motors, coreless DC motors, integrated brushless motor-drives, gearmotors, gearing, modular digital servo drives, motion controllers, optical encoders, active and passive filters, input/output modules, industrial communications gateways, light-weighting technologies, and other controlled motion-related products, as well as nano precision positioning systems, servo control systems, and digital servo amplifiers and drives. It sells its products to end customers and original equipment manufacturers in vehicle, medical, aerospace and defense, and industrial markets through direct sales force, authorized manufacturers' representatives, and distributors. The company was formerly known as Allied Motion Technologies Inc. and changed its name to Allient Inc. in August 2023. Allient Inc. was founded in 1939 and is headquartered in Amherst, New York.",Technology,Electronic Components,516057984,2.5174660732177787,0.10395,15.71,65.55173
ALOT,"AstroNova, Inc.","AstroNova, Inc. designs, develops, manufactures, and distributes specialty printers, and data acquisition and analysis systems in the United States, Europe, Canada, Asia, Central and South America, and internationally. The company offers color label tabletop printers and light commercial label printers, direct-to-package printers, high-volume presses, specialty original equipment manufacturer printing systems, label printers, envelope and packaging printing, related processing and handling equipment, data acquisition recorders, as well as label, and tag and other supplies, including ink, toner, and thermal transfer ribbons under the QuickLabel, TrojanLabel, GetLabels, Astro Machine, and MTEX brands; and provides on-site and remote service, spare parts, and various service contracts; training and support services; and develops and licenses software programs to design and manage labels, print images, manage and operate printers. It also provides airborne printer products, such as ToughWriter series used in the flight decks of military transport, commercial transport, and business aircraft to print hard copies of data; ToughSwitch, an ethernet switches to connect multiple computers or ethernet devices; TMX and TMX-200, a high-speed data acquisition systems for applications requiring high channel counts and acquisition rates; Daxus DXS-100, a distributed data acquisition platform; SmartCorder DDX-100, a portable all-in-one data acquisition system; and Everest EV-5000 and RC-300 digital strip chart recording systems for aerospace and defense applications. In addition, the company offers networking solutions; aerospace products comprising flight deck printing solutions, networking hardware, and specialized aerospace-grade thermal paper; and data acquisition systems. The company was formerly known as Astro-Med, Inc. and changed its name to AstroNova, Inc. in May 2016. AstroNova, Inc. was incorporated in 1969 and is headquartered in West Warwick, Rhode Island.",Technology,Computer Hardware,156030000,3.7337762810594337,0.07181,11.45,
ALRM,"Alarm.com Holdings, Inc.","Alarm.com Holdings, Inc. provides various Internet of Things (IoT) and solutions for residential, multi-family, small business, and enterprise commercial markets in North America and internationally. The company operates through Alarm.com and Other segments. It offers solutions to control and monitor security systems, as well as to IoT devices, including door locks, garage doors, thermostats, and video cameras; and video analytics, AI deterrence, vacation watch, video doorbells, intelligent integration, live streaming, secure cloud storage, and video alerts. The company also provides scenes, video analytics triggers, thermostat schedules, responsive savings, precision comfort, energy usage monitoring, places feature, whole home water safety, and solar monitoring solutions, as well as heating, ventilation, and air conditioning monitoring services. In addition, it offers demand response programs, commercial grade video, commercial video analytics, access control, cell connectors, enterprise dashboard and multi-site management, connected fleet, energy savings, protection for valuables and inventory, temperature monitoring, and daily safeguard solutions. Further, the company provides a permission-based online portal that provides account management, sales, marketing, training, and support tools; service dashboard, a unified interface that displays key operational and customer experience indicators; installation and support services; MobileTech Application and Remote Toolkit; video health reports; smart gateway; AI-powered enhancements to professional monitoring and false alarm reduction; Web services and business intelligence; sales, marketing, and training services; and home builder programs. Additionally, it offers electric utility grid and water management, indoor gunshot detection, and health and wellness and data-rich emergency response solutions. The company was founded in 2000 and is headquartered in Tysons, Virginia.",Technology,Software - Application,955366016,3.2787225180600403,0.14527,18.866,22.805908
AMAT,"Applied Materials, Inc.","Applied Materials, Inc. engages in the provision of manufacturing equipment, services, and software to the semiconductor, display, and related industries. The company operates through three segments: Semiconductor Systems, Applied Global Services, and Display. The Semiconductor Systems segment develops, manufactures, and sells semiconductor capital equipment that is used to fabricate semiconductor chips or integrated circuits. The Applied Global Services segment provides integrated solutions to optimize equipment and fab performance and productivity comprising spares, upgrades, services, and other equipment and factory automation software for semiconductor, display, and other products. The Display segment offers products for manufacturing liquid crystal displays; organic light-emitting diodes; and other display technologies for TVs, monitors, laptops, personal computers, smart phones, and other consumer-oriented devices and solar energy cells. It focused on device innovations for chipmakers serving ICAPS markets. The company operates in the United States, China, Korea, Taiwan, Japan, Southeast Asia, Europe, and internationally. Applied Materials, Inc. was incorporated in 1967 and is headquartered in Santa Clara, California.",Technology,Semiconductor Equipment & Materials,28088999936,3.2264520012037314,0.31133,16.508,21.86999
AMKR,"Amkor Technology, Inc.","Amkor Technology, Inc. provides outsourced semiconductor packaging and test services in the United States, Japan, Europe, and the Asia Pacific. It offers turnkey packaging and test services, including semiconductor wafer bump, wafer probe, wafer back-grind, package design, packaging, system-level and final test, and drop shipment services; flip chip scale package products for smartphones, tablets, and other mobile consumer electronic devices; flip chip stacked chip scale packages that are used to stack memory digital baseband, and as applications processors in mobile devices; flip-chip ball grid array packages for various networking, storage, computing, automotive, and consumer applications; and memory products for system memory or platform data storage. The company provides wafer-level CSP packages for power management, transceivers, sensors, wireless charging, codecs, radar, and specialty silicon; wafer-level fan-out packages used in power management, transceivers, radar, and specialty silicon; silicon wafer integrated fan-out technology that replaces a laminate substrate with a thinner structure; leadframe packages for electronic devices and mixed-signal applications; and substrate-based wirebond packages used to connect a die to a substrate. In addition, it offers micro-electro-mechanical systems packages that are miniaturized mechanical and electromechanical devices; and advanced system-in-package modules used in radio frequency and front end modules, basebands, connectivity, fingerprint sensors, display and touch screen drivers, sensors and MEMS, and NAND memory and solid-state drives. Further, the company provides wafer, package, and system level test services, as well as burn-in test and test development services. It serves integrated device manufacturers, fabless semiconductor companies, original equipment manufacturers, and contract foundries. Amkor Technology, Inc. was founded in 1968 and is headquartered in Tempe, Arizona.",Technology,Semiconductor Equipment & Materials,6323674112,3.32691515552107,0.16128,5.079,17.827868
AOSL,Alpha and Omega Semiconductor L,"Alpha and Omega Semiconductor Limited designs, develops, and supplies power semiconductor products for computing, consumer electronics, communication, and industrial applications in Hong Kong, China, South Korea, the United States, and internationally. It offers power discrete products, including metal-oxide-semiconductor field-effect transistors (MOSFET), SRFETs, XSFET, electrostatic discharge, protected MOSFETs, high and mid-voltage MOSFETs, and insulated gate bipolar transistors for use in smart phone chargers, battery packs, notebooks, desktop and servers, data centers, base stations, graphics card, game boxes, TVs, AC adapters, power supplies, motor control, power tools, E-vehicles, white goods and industrial motor drives, UPS systems, solar inverters, and industrial welding. The company also provides power ICs that deliver power, as well as control and regulate the power management variables, such as the flow of current and level of voltage. Its power ICs are used in flat panel displays, TVs, notebooks, graphic cards, servers, DVD/Blu-Ray players, set-top boxes, and networking equipment. In addition, the company offers transient voltage protection products, analog switches, and electromagnetic interference filters for notebooks, desktop PCs, tablets, flat panel displays, TVs, smart phones, and portable electronic devices. Alpha and Omega Semiconductor Limited was incorporated in 2000 and is headquartered in Sunnyvale, California.",Technology,Semiconductors,680974016,3.538011462081834,0.06159,21.004,
APPS,"Digital Turbine, Inc.","Digital Turbine, Inc., through its subsidiaries, operates a mobile growth platform for advertisers, publishers, carriers, and device original equipment manufacturers (OEMs). It operates through two segments, On Device Solutions and App Growth Platform. The company's application media platform delivers mobile applications apps to various publishers, carriers, OEMs, and devices; and content media platform offers news, weather, sports, and other content, as well as programmatic advertising partner and media content delivery services, and sponsored and editorial content media. It also provides direct campaign management products, such as the DT DSP and DT Offer Wall; ad monetization solutions that allow mobile app publishers and developers to monetize their monthly active users via display, native, and video advertising; brands and agencies, which run mobile brand-awareness campaigns on the direct mobile app inventory; and app developers and other performance-focused advertisers that execute mobile user acquisition campaigns for their apps and products. Its products and solutions are used in the mobile application ecosystem, enabling brand discovery and advertising, user acquisition and engagement, and operational efficiency for advertisers. The company operates in the United States, Canada, Europe, the Middle East, Africa, the Asia Pacific, China, Mexico, Central America, and South America. Digital Turbine, Inc. is headquartered in Austin, Texas.",Technology,Software - Application,490505984,3.3708152517754826,0.07086,26.642,
ARRY,"Array Technologies, Inc.","Array Technologies, Inc. manufactures and sells solar tracking technology products in the United States, Spain, Brazil, Australia, and internationally. The company operates through two segments, Array Legacy Operations and STI Operations. Its products portfolio includes DuraTrack HZ v3, a single axis tracker; Array STI H250, a dual-row tracker system; Array OmniTrack; Array SkyLink, a photovoltaic-powered control tracker system; and SmarTrack, a software and control-based product. Array Technologies, Inc. was incorporated in 1987 and is headquartered in Albuquerque, New Mexico.",Technology,Solar,1064766976,5.940978989980639,0.14511,10.963,
ASML,ASML Holding N.V. - New York Re,"ASML Holding N.V. provides lithography solutions for the development, production, marketing, sales, upgrading, and servicing of advanced semiconductor equipment systems. It offers lithography, metrology, and inspection systems. The company also provides extreme ultraviolet lithography systems; and deep ultraviolet lithography systems comprising immersion and dry lithography systems solutions to manufacture various range of semiconductor nodes and technologies. In addition, it offers metrology and inspection systems, including YieldStar optical metrology systems to assess the quality of patterns on the wafers; and HMI electron beam solutions to identify and analyze individual chip defects. Further, the company provides computational lithography solutions, and lithography systems and control software solutions; and refurbishes and upgrades lithography systems, as well as offers customer support and related services. Additionally, it offers hardware, software, and services to chipmakers to produce the patterns of integrated circuits. The company operates in Japan, South Korea, Singapore, Taiwan, China, rest of Asia, the Netherlands, rest of Europe, the Middle East, Africa, and the United States. The company was formerly known as ASM Lithography Holding N.V. and changed its name to ASML Holding N.V. in 2001. ASML Holding N.V. was founded in 1984 and is headquartered in Veldhoven, the Netherlands.",Technology,Semiconductor Equipment & Materials,32163299328,4.1520631767796505,0.37595,21.807,25.066133
ASUR,Asure Software Inc,"Asure Software, Inc. engages in the provision of cloud-based Human Capital Management (HCM) software solutions in the United States. It provides its human resources (HR) tool as Software-as-a-Service that helps various small and medium-sized businesses to build productive workforce to help them stay compliant and allocate resources to grow their business. The company's solutions include Asure Payroll & Tax, an integrated solution that simplifies payroll and automates regulations associated with payroll and taxes, including wages, benefits, overtime, garnishments, tips, direct deposits, and fair labor standard act, as well as federal, state, and local payroll taxes; and Asure Tax Management Solutions, that provides payroll tax processing software and service solutions, as well as bulk filing and processing support of employee retention tax credits, for the payroll service industry, mid-market, and corporate employers. It also provides HR compliance and services, including HR support, which provides an on-demand HR resource library, phone, and email support for various HR issues and compliance, and policy updates; Strategic HR, which provides in-depth support for strategic HR decision making; and Total HR, which provides a complete HR outsourcing solution, for handling HR complexities, such as employee self-service, applicant tracking, onboarding, and compliance. In addition, the company offers Time and Attendance, which provides cost savings and return on investment gains come in the form of strategic use of labor dollars and the elimination of time theft; AsureMarketplace that automates interactions between its HCM systems with third-party providers; and AsureRecruiting, a talent acquisition solution that simplifies and optimizes the hiring process for employers. Asure Software, Inc. was incorporated in 1985 and is headquartered in Austin, Texas.",Technology,Software - Application,125074000,2.8858208012131934,0.0892,21.205,
AUDC,AudioCodes Ltd.,"AudioCodes Ltd. provides advanced communications software, products, and productivity solutions for the digital workplace worldwide. The company offers solutions, products, and services for unified communications, contact centers, hosted business services, Voice.AI, and service provider businesses. Its products include session border controllers, life cycle management solutions, VoIP network routing solutions, media gateways and servers, multi-service business routers, IP phones solutions, and value-added applications, as well as professional services. The company also offers One Voice Operations Center, a voice network management solution; Device Manager for administering business phones and meeting room solutions; AudioCodes Routing Manager for handling call routing in VoIP networks; and User Management Pack 365 simplifies user lifecycle and identity management across Microsoft Teams and Skype for Business deployments. In addition, it provides AudioCodes Live for Microsoft Teams, a portfolio of managed services for simplifying Teams adoption; appliances for Microsoft Skype/Teams for Business, such as survivable branch appliances, CCE, and CloudBond 365; and a range of value-added voice applications comprising SmartTAP, Voca, VoiceAI Connect, and Meeting Insights. Further, the company offers managed services; and AudioCodes Live Platform is a SaaS solution that enables service providers to offer their business customers a seamless migration to uCaaS solutions, such as Microsoft Teams and Zoom Phone. It primarily markets and sells its products through a direct sales force and sales representatives to original equipment manufacturers, network equipment providers, and systems integrators, enterprises, carriers, and distributors in the telecommunications and networking industries. AudioCodes Ltd. was incorporated in 1992 and is based in Or Yehuda, Israel.",Technology,Communication Equipment,243248992,3.0337794139595045,0.07906,12.353,21.043478
AVGO,Broadcom Inc.,"Broadcom Inc. designs, develops, and supplies various semiconductor devices and infrastructure software solutions worldwide. The company operates in two segments, Semiconductor Solutions and Infrastructure Software. It provides Ethernet switching and routing custom silicon solutions, optical and copper physical layer devices, and fiber optic transmitter and receiver components; set-top box system-on-chips (SoCs), data over cable service interface specifications cable modem and networking infrastructure, DSL access multiplexer/PON optical line termination products, and Wi-Fi access point SoCs, as well as digital subscriber line (DSL)/cable, passive optical networking (PON) gateways; and fiber optic components and mobile device connectivity solutions. The company also offers RF front end modules and filters; Wi-Fi, Bluetooth, and global positioning system/global navigation satellite system SoCs; custom touch controllers; inductive charging application specific integrated circuits; serial attached small computer system interface and redundant array of independent disks controllers and adapters, peripheral component interconnect express switches, fiber channel host bus adapters, read channel based SoCs, custom flash controllers, and preamplifiers; and optocouplers, industrial fiber optics, industrial and medical sensors, motion control encoders and subsystems, light emitting diodes, ethernet PHYs, switch ICs, and camera microcontrollers. Its products are used in various applications in enterprise and data center networking, including artificial intelligence networking and connectivity, home connectivity, set-top boxes, broadband access, telecommunication equipment, smartphones and base stations, data center servers and storage systems, factory automation, power generation and alternative energy systems, and electronic displays. Broadcom Inc. was founded in 1961 and is headquartered in Palo Alto, California.",Technology,Semiconductors,57045999616,3.568431168415152,0.5454,4.757,105.34307
AVNW,"Aviat Networks, Inc.","Aviat Networks, Inc. provides microwave networking and wireless access networking solutions in North America, Africa, the Middle East, Europe, Latin America, and the Asia Pacific. The company offers outdoor, indoor, and split-mount radios; microwave routers, and trunking; private LTE, virtual fiber, and network management products; narrow band radio communications, designed, and optimised for SCADA and telemetry applications; and hosted software products, such as aviat design, frequency assurance software, aviatcloud, and health assurance software. It also provides project services, which includes design and engineering, site and path surveys, assembly and integrations, project management, and install and commission; and managed services, such as network and interface monitoring, network health, onsite maintenance, and remote upgrades. In addition, the company offers support services, including extended warranty, warranty plus, provision support, and license key management, as well as instructor and virtual instructor led training, e-learning and certification services. It serves communications service providers and private network operators, including federal, state and local government agencies, transportation agencies, energy and utility companies, public safety agencies, and broadcast network operators. The company markets its products through a direct sales, service, and support organization; indirect sales channels comprising dealers, resellers, and sales representatives; and through online. Aviat Networks, Inc. company was incorporated in 2006 and is headquartered in Austin, Texas.",Technology,Communication Equipment,435926016,2.9083755932937505,0.05915,11.357,
AVT,"Avnet, Inc.","Avnet, Inc., distributes electronic component technology. The company operates through two segments, Electronic Components and Farnell. The Electronic Components segment markets, sells, and distributes semiconductors; interconnect, passive, and electromechanical components; and other integrated components from electronic component manufacturers. It also offers design chain support that provides engineers with technical design solutions; engineering and technical resources to support product design, bill of materials development, and technical education and training; and supply chain solutions that provide support, warehousing, and logistical services to original equipment manufacturers, electronic manufacturing service providers, and electronic component manufacturers. In addition, this segment provides embedded solutions, such as technical design, integration, and assembly of embedded products, systems, and solutions, as well as embedded display solutions comprising touch and passive displays; and develops and manufactures standard board and industrial subsystems, and application-specific devices that enable it to produce systems tailored to specific customer requirements. This segment serves various markets, such as automotive, medical, defense, aerospace, telecommunications, industrial, and digital editing. The Farnell segment distributes kits, tools, and electronic and industrial automation components, as well as test and measurement products to engineers and entrepreneurs. It has operations in the Americas, Europe, the Middle East, Africa, and Asia. Avnet, Inc. was founded in 1921 and is headquartered in Phoenix, Arizona.",Technology,Electronics & Computer Distribution,22145935360,2.9171448730550193,0.03479,9.076,14.570225
BAND,Bandwidth Inc.,"Bandwidth Inc. operates as a cloud-based software-powered communications platform-as-a-service provider in the United States and internationally. The company's platform enables enterprises to create, scale, and operate voice or messaging communications services across various mobile applications or connected devices. Its platform also provides voice services through SIP or programmable voice application programming interfaces (API); software APIs for messaging; communications solutions with integrated local emergency services; number management solutions; insights on customer's voice and messaging performance to make data-driven decisions; and bring your own carrier integrations services, which includes unified communications as a service, contact center as a service, conversational AI, and speech-to-text/text-to-speech platforms. In addition, the company offers Call Assure, which provides hands-free alternative routing; application to person messaging solutions that supports SMS and MMS on local numbers, toll free numbers, and short codes; Bandwidth Maestro, an enterprise cloud communications platform; and AIBridge, which enables enterprises to deploy voice-based AI tools in their contact centers. It serves technology companies, enterprise customers, and software-as-a-service platforms. The company was formerly known as Bandwidth.com, Inc. and changed its name to Bandwidth Inc. in September 2017. Bandwidth Inc. was founded in 1999 and is headquartered in Raleigh, North Carolina.",Technology,Software - Infrastructure,758105984,3.3669197359477425,0.043509997,24.782,
